0.34612784	-0.32796374
-0.41961655	0.41274783
-0.3595763	0.281667
-0.48684543	0.48176375
-0.45463943	0.4675527
-0.49013075	0.51823765
-0.3652069	0.41448545
-0.4117817	0.3664047
-0.21897914	0.21287136
-0.2058165	0.22933663
-0.18469088	0.18468547
-0.4254544	0.44665056
-0.40087914	0.46902528
-0.21815258	0.21395712
-0.44214126	0.44387168
-0.66548127	0.70532864
-0.21819618	0.30922446
-0.48928902	0.46196216
-0.4702467	0.52018225
-0.5639252	0.5878502
-0.103155114	0.1563178
-0.37799802	0.39115813
-0.65784323	0.57410187
-0.43266946	0.40082633
-0.30416614	0.35475215
0.044549774	-0.02046502
-0.12689984	0.12552668
-0.3745621	0.30380854
-0.3885012	0.37504944
-0.20993865	0.21584296
-0.19743226	0.15279354
-0.4272899	0.40976736
-0.93787503	0.887864
-0.19108215	0.21862288
-0.04357812	0.09935707
-0.3438639	0.35222363
0.023546001	-0.058167916
-0.33109552	0.2532728
0.12134031	-0.174536
0.015553997	-0.0945281
-0.78611636	0.8057268
-0.32675207	0.38032967
-0.5684411	0.5473705
-0.31028396	0.38272762
-0.2780215	0.25586802
-0.066115774	0.06402826
-0.100902885	0.03461855
-0.29761776	0.22752993
-0.36563554	0.41503486
-0.2893798	0.31730708
-0.3872276	0.37310857
-0.5818368	0.58556247
-0.4049718	0.32479447
-0.30042273	0.3113869
-0.18191718	0.11624826
-0.24933006	0.2520921
-0.048043683	0.09659675
-0.27233413	0.26590353
-0.57327527	0.5604205
-0.25842464	0.31505102
-0.12906262	0.051302865
-0.2325828	0.19555347
-0.011667257	-0.020281339
-0.03737783	0.07885204
-0.07958336	0.12490236
0.023389066	0.013808412
-0.30157453	0.29687205
-0.044704933	0.060077816
0.22795667	-0.250232
-0.23585176	0.28539723
-0.23287259	0.24183054
-0.41168386	0.38058966
-0.46452424	0.46527922
-0.33852723	0.38693407
-0.54192275	0.50663215
-0.34196636	0.2987019
-0.31058595	0.3038497
-0.46240634	0.46659726
-0.082833275	0.13104434
-0.14428647	0.17408854
-0.1422431	0.20166276
0.01047438	0.033511367
-0.16654034	0.23057064
0.17598243	-0.079016306
-0.030870115	-0.0074964333
-0.25345698	0.32430848
-0.03695941	0.07081337
-0.19747953	0.1742646
-0.507535	0.5126824
-0.3159258	0.31173775
-0.0033244456	0.038939342
-0.3158214	0.30502027
-0.20951858	0.23185913
-0.11826605	0.11375125
-0.40353796	0.3419392
0.011875467	-0.005030719
0.21663342	-0.1637844
-0.07793791	0.05889467
-0.2244596	0.2803607
-0.04317068	0.10177814
-0.41762248	0.42063832
-0.030941477	0.10460681
-0.12257202	0.123877555
-0.23036918	0.2291257
-0.34118444	0.345154
0.11242095	-0.09181717
0.254209	-0.23206869
0.102212675	-0.09150561
-0.07068892	0.06629836
-0.1788936	0.18713205
-0.32067814	0.26612777
-0.09789023	0.085595466
-0.10351929	0.06686213
-0.61095583	0.5873658
-0.19235045	0.13798907
-0.12817585	0.07107832
-0.053380832	0.03619544
-0.07846057	0.11863552
-0.4020562	0.3918273
-0.50849897	0.47424597
-0.4961644	0.41430554
0.04658476	0.018770702
0.041602943	-0.060289457
-0.112287715	0.14882676
-0.0022015297	0.054699212
-0.3228245	0.32712525
-0.11547425	0.13697517
-0.20633374	0.15264648
-0.053066604	0.096511334
0.034249622	-0.03686904
-0.058086205	0.10814584
-0.68737	0.6189409
-0.20993425	0.14043497
-0.0031168237	0.014555203
0.086507685	-0.09035687
-0.23253927	0.25553647
0.001354979	0.047520153
0.08069434	0.00056923466
-0.14989464	0.08781907
0.15984659	-0.20694609
0.31146285	-0.25861734
0.3703653	-0.33999327
-0.20144795	0.23539542
-0.13060223	0.15455118
0.32750532	-0.35354927
-0.22457512	0.26581725
-0.48454294	0.45912892
-0.28769994	0.23166066
-0.31827438	0.36512506
-0.16691181	0.16813496
0.010231173	-0.04351784
0.043854397	-0.002699862
0.081530616	-0.04845586
-0.046833076	0.015074123
-0.24591917	0.22499391
-0.41962358	0.4319503
-0.1819633	0.14863123
-0.15443096	0.11640533
-0.40595	0.3796166
-0.23955709	0.19298732
0.36702263	-0.35433295
-0.039317958	0.018606333
-0.21620858	0.19923851
-0.0028774405	0.009681348
0.046654563	-0.042987615
0.025768925	0.023614803
-0.032531556	0.08047709
-0.19205457	0.113453425
-0.21474808	0.14206913
-0.03163532	-0.037100263
0.08195675	-0.07745172
-0.40381265	0.40324858
-0.35607684	0.36974588
-0.024253093	0.09099577
-0.22971678	0.22305554
0.29401597	-0.289514
-0.1363121	0.13003291
-0.081899196	0.11984913
0.007269115	0.05507069
0.13562126	-0.0924832
-0.40151542	0.34113434
0.15910757	-0.12736407
0.12943096	-0.12310805
0.039964635	-0.051301762
-0.12660968	0.100555226
-0.17494172	0.18135147
-0.23299111	0.1980545
-0.13219999	0.09328701
-0.0902542	0.048648074
-0.2431137	0.17334774
-0.43939826	0.49252334
0.1914112	-0.1178764
-0.2802131	0.28632596
0.04070445	-0.040599752
-0.39191774	0.4273714
0.2262994	-0.29720587
-0.13809067	0.15303127
0.15443753	-0.17239039
-0.11615351	0.0656968
0.17629665	-0.19525567
-0.16764912	0.11978849
0.085961066	-0.13062838
-0.32336003	0.3219643
-0.057178278	0.055248115
0.35251662	-0.29908216
0.037035123	-0.0018379688
-0.2327471	0.20292866
0.17796685	-0.14522204
-0.08162748	0.10583403
-0.12290209	0.12608391
0.11500738	-0.06782208
0.035776038	-0.020962887
0.055429623	-0.10819111
0.4217554	-0.39256093
-0.1850339	0.18024212
0.08777409	-0.10155627
-0.19234508	0.22781241
0.01936301	0.042285882
0.27724165	-0.30904084
0.040723514	-0.024390992
-0.08320206	0.042128216
0.041210275	-0.054809615
0.33088425	-0.3085126
0.046549704	-0.054707494
0.23795395	-0.26254627
-0.2864739	0.26028705
-0.06698558	0.07868332
-0.11563017	0.069079645
-0.39818537	0.4005426
-0.43394905	0.4243825
-0.07287538	0.1312885
-0.26429674	0.21313882
0.014331489	0.00058722234
